strain,Mash_cluster,Source
GCA_021782775.1_PDT001227740.1_genomic.fasta,1832,Human
GCA_021879935.1_PDT001196545.1_genomic.fasta,62,Food
GCA_017596555.1_ASM1759655v1_genomic.fasta,2160,Animal
GCA_022183625.1_PDT000723878.1_genomic.fasta,9320,Animal
GCA_023981335.1_PDT001347395.1_genomic.fasta,5934,Animal
GCA_026528935.1_PDT001504978.1_genomic.fasta,6838,Animal
GCA_016939775.1_ASM1693977v1_genomic.fasta,2530,Human
GCA_900515075.1_18174_6_50_genomic.fasta,893,Human
GCA_022118615.1_PDT001244753.1_genomic.fasta,7785,Human
GCA_025889555.1_PDT001469223.1_genomic.fasta,5497,Environment
GCA_926280635.1_100320_genomic.fasta,7198,Human
GCA_022203365.1_PDT000674674.1_genomic.fasta,5505,Animal
GCA_025877065.1_PDT001467992.1_genomic.fasta,4521,Human
GCA_021856765.1_PDT001209237.1_genomic.fasta,5370,Animal
GCA_022201265.1_PDT000706635.1_genomic.fasta,97,Human
GCA_035830315.1_ASM3583031v1_genomic.fasta,5971,Animal
GCA_032461365.1_ASM3246136v1_genomic.fasta,8919,Human
GCA_022789185.1_ASM2278918v1_genomic.fasta,2844,Environment
GCA_022195285.1_PDT000715088.1_genomic.fasta,2824,Human
GCA_900506315.1_19506_1_107_genomic.fasta,1317,Human
GCA_035829975.1_ASM3582997v1_genomic.fasta,1280,Animal
GCA_022201365.1_PDT000706630.1_genomic.fasta,6102,Environment
GCA_022192365.1_PDT000715261.1_genomic.fasta,5410,Human
GCA_021879895.1_PDT001196550.1_genomic.fasta,1307,Food
GCA_022019975.1_PDT000947378.1_genomic.fasta,1678,Human
GCA_036320985.1_ASM3632098v1_genomic.fasta,3683,Environment
GCA_003063025.1_ASM306302v1_genomic.fasta,1953,Animal
GCA_024493455.1_PDT001373243.1_genomic.fasta,3798,Human
GCA_019426545.1_ASM1942654v1_genomic.fasta,787,Animal
GCA_033550575.1_PDT001979165.1_genomic.fasta,3644,Animal
GCA_900501635.1_18623_1_91_genomic.fasta,3256,Human
GCA_021820615.1_PDT001218110.1_genomic.fasta,3109,Human
GCA_015626795.1_ASM1562679v1_genomic.fasta,598,Human
GCA_022022855.1_PDT000947362.1_genomic.fasta,1222,Human
GCA_030911265.1_ASM3091126v1_genomic.fasta,6801,Human
GCA_022100635.1_PDT001243875.1_genomic.fasta,1961,Human
GCA_021976435.1_PDT001011477.1_genomic.fasta,6451,Human
GCA_036950405.1_ASM3695040v1_genomic.fasta,4826,Animal
GCA_021866295.1_PDT001207378.1_genomic.fasta,5665,Animal
GCA_956479695.1_GR13252-UR-KP-190410_contigs_filtered.fa.gz_genomic.fasta,8349,Human
GCA_026113845.1_ASM2611384v1_genomic.fasta,4067,Human
GCA_021920545.1_PDT001092175.1_genomic.fasta,5172,Human
GCA_036957805.1_ASM3695780v1_genomic.fasta,9003,Human
GCA_030911445.1_ASM3091144v1_genomic.fasta,6585,Human
GCA_032024345.1_PDT001902697.1_genomic.fasta,1440,Human
GCA_022789765.1_ASM2278976v1_genomic.fasta,5244,Environment
GCA_033122485.1_PDT001958220.1_genomic.fasta,5639,Animal
GCA_016136625.1_ASM1613662v1_genomic.fasta,6383,Human
GCA_035830435.1_ASM3583043v1_genomic.fasta,5966,Animal
GCA_021923085.1_PDT001092024.1_genomic.fasta,8670,Human
GCA_947576335.1_NRZ-74480_genomic.fasta,5833,Human
GCA_034492285.1_ASM3449228v1_genomic.fasta,4904,Human
GCA_900465155.1_kpn_os8.1_genomic.fasta,6602,Human
GCA_956465635.1_31_P1_7_genomic.fasta,1485,Environment
GCA_030519725.1_ASM3051972v1_genomic.fasta,1217,Human
GCA_022521345.1_PDT001260674.1_genomic.fasta,7922,Environment
GCA_041076655.1_ASM4107665v1_genomic.fasta,2353,Human
GCA_032637465.1_PDT001923211.1_genomic.fasta,7076,Human
GCA_024494035.1_PDT001373374.1_genomic.fasta,3354,Human
GCA_022201585.1_PDT000706593.1_genomic.fasta,5645,Animal
GCA_032045075.1_PDT001903344.1_genomic.fasta,5574,Human
GCA_021927785.1_PDT001091744.1_genomic.fasta,638,Human
GCA_021788125.1_PDT001227635.1_genomic.fasta,1720,Human
GCA_900086415.1_12082_5_13_genomic.fasta,6504,Human
GCA_036951005.1_ASM3695100v1_genomic.fasta,2419,Animal
GCA_956465505.1_4_P2_13_genomic.fasta,2772,Animal
GCA_023980005.1_PDT001347475.1_genomic.fasta,958,Animal
GCA_032462145.1_ASM3246214v1_genomic.fasta,8924,Human
GCA_034865405.1_ASM3486540v1_genomic.fasta,1530,Animal
GCA_025723265.1_ASM2572326v1_genomic.fasta,7901,Animal
GCA_026527935.1_PDT001504977.1_genomic.fasta,6837,Animal
GCA_022201865.1_PDT000685620.1_genomic.fasta,6100,Animal
GCA_031010495.1_PDT001843372.1_genomic.fasta,1168,Human
GCA_001463445.1_ASM146344v1_genomic.fasta,8681,Human
GCA_023275435.1_ASM2327543v1_genomic.fasta,1759,Human
GCA_021974455.1_PDT001011619.1_genomic.fasta,5113,Human
GCA_034863745.1_ASM3486374v1_genomic.fasta,5485,Animal
GCA_021926105.1_PDT001091844.1_genomic.fasta,7704,Human
GCA_011174735.1_ASM1117473v1_genomic.fasta,1533,Environment
GCA_023981815.1_PDT001347396.1_genomic.fasta,8693,Animal
GCA_022268855.1_PDT000434750.1_genomic.fasta,118,Human
GCA_021866855.1_PDT001207284.1_genomic.fasta,8449,Animal
GCA_022113195.1_PDT001244412.1_genomic.fasta,7044,Human
GCA_022153345.1_PDT001243739.1_genomic.fasta,4072,Human
GCA_013408125.1_ASM1340812v1_genomic.fasta,4838,Environment
GCA_022201025.1_PDT000685573.1_genomic.fasta,9312,Environment
GCA_021926865.1_PDT001091797.1_genomic.fasta,8535,Human
GCA_902723695.1_Kpn154_genomic.fasta,2930,Human
GCA_021866915.1_PDT001207282.1_genomic.fasta,5579,Animal
GCA_035008285.1_ASM3500828v1_genomic.fasta,6821,Environment
GCA_022111135.1_PDT001244873.1_genomic.fasta,5746,Human
GCA_013623415.1_ASM1362341v1_genomic.fasta,5001,Human
GCA_022788985.1_ASM2278898v1_genomic.fasta,2845,Environment
GCA_023961335.1_PDT001347406.1_genomic.fasta,5581,Animal
GCA_902164175.1_25964_2_205_genomic.fasta,2512,Human
GCA_019679345.1_ASM1967934v1_genomic.fasta,9181,Animal
GCA_022530965.1_PDT001260374.1_genomic.fasta,101,Environment
GCA_021856665.1_PDT001209248.1_genomic.fasta,197,Environment
GCA_022204285.1_PDT000674591.1_genomic.fasta,8609,Animal
GCA_022313375.1_PDT000136305.2_genomic.fasta,4977,Human
GCA_019428285.1_ASM1942828v1_genomic.fasta,9293,Animal
GCA_034513595.1_ASM3451359v1_genomic.fasta,220,Human
GCA_025026655.1_ASM2502665v1_genomic.fasta,4831,Animal
GCA_033549845.1_ASM3354984v1_genomic.fasta,7316,Human
GCA_900559725.1_9221_7_61_genomic.fasta,3433,Human
GCA_019678225.1_ASM1967822v1_genomic.fasta,2757,Animal
GCA_022199345.1_PDT000708313.1_genomic.fasta,3025,Animal
GCA_023980685.1_PDT001347428.1_genomic.fasta,5932,Animal
GCA_022203305.1_PDT000674672.1_genomic.fasta,5267,Environment
GCA_021878755.1_PDT001196923.1_genomic.fasta,6802,Human
GCA_949554085.1_5_P2_10_genomic.fasta,8293,Animal
GCA_019678575.1_ASM1967857v1_genomic.fasta,8439,Food
GCA_021857045.1_PDT001209173.1_genomic.fasta,3468,Environment
GCA_034491405.1_ASM3449140v1_genomic.fasta,280,Human
GCA_021928275.1_PDT001091716.1_genomic.fasta,4966,Human
GCA_020525945.1_ASM2052594v1_genomic.fasta,3210,Environment
GCA_032156285.1_PDT001902793.1_genomic.fasta,1538,Human
GCA_019678175.1_ASM1967817v1_genomic.fasta,994,Animal
GCA_022239965.1_PDT000441630.1_genomic.fasta,4386,Human
GCA_900173005.1_20794_7_137_genomic.fasta,1402,Environment
GCA_024527895.1_PDT001373102.1_genomic.fasta,7514,Human
GCA_023980145.1_PDT001347456.1_genomic.fasta,3535,Animal
GCA_038447555.1_ASM3844755v1_genomic.fasta,1110,Animal
GCA_025881125.1_PDT001467779.1_genomic.fasta,2125,Human
GCA_030910415.1_ASM3091041v1_genomic.fasta,3531,Human
GCA_022523305.1_PDT001260391.1_genomic.fasta,28,Environment
GCA_033875235.1_ASM3387523v1_genomic.fasta,9022,Human
GCA_956456725.1_29_P2_15_genomic.fasta,4204,Animal
GCA_034865185.1_ASM3486518v1_genomic.fasta,478,Animal
GCA_022170525.1_PDT000798798.1_genomic.fasta,8813,Animal
GCA_019459665.1_ASM1945966v1_genomic.fasta,5299,Environment
GCA_009710415.1_ASM971041v1_genomic.fasta,1269,Environment
GCA_034864125.1_ASM3486412v1_genomic.fasta,1123,Animal
GCA_017594745.1_ASM1759474v1_genomic.fasta,5995,Animal
GCA_956465445.1_24_P2_18_genomic.fasta,2896,Animal
GCA_032024265.1_PDT001902703.1_genomic.fasta,4967,Human
GCA_033901725.1_ASM3390172v1_genomic.fasta,3095,Human
GCA_022190245.1_PDT000715383.1_genomic.fasta,1422,Human
GCA_036955945.1_ASM3695594v1_genomic.fasta,1314,Human
GCA_036955745.1_ASM3695574v1_genomic.fasta,5393,Human
GCA_007096985.1_ASM709698v1_genomic.fasta,1249,Human
GCA_019428265.1_ASM1942826v1_genomic.fasta,3307,Animal
GCA_902161435.1_25426_7_279_genomic.fasta,6649,Human
GCA_021971715.1_PDT001013724.1_genomic.fasta,2736,Human
GCA_022184785.1_PDT000716797.1_genomic.fasta,7761,Animal
GCA_013735155.1_ASM1373515v1_genomic.fasta,2624,Environment
GCA_013134675.1_ASM1313467v1_genomic.fasta,8251,Human
GCA_022533145.1_PDT001259998.1_genomic.fasta,2870,Environment
GCA_009710505.1_ASM971050v1_genomic.fasta,7599,Environment
GCA_948329935.1_Mt009_b3_v1_genomic.fasta,632,Environment
GCA_900505355.1_19084_4_146_genomic.fasta,7709,Human
GCA_021808635.1_PDT001227251.1_genomic.fasta,1696,Human
GCA_916161905.1_003983_INSP134_genomic.fasta,77,Human
GCA_008375145.1_ASM837514v1_genomic.fasta,7564,Human
GCA_900506135.1_19084_4_82_genomic.fasta,286,Human
GCA_034130225.1_ASM3413022v1_genomic.fasta,6449,Human
GCA_021920405.1_PDT001092188.1_genomic.fasta,1338,Human
GCA_035830135.1_ASM3583013v1_genomic.fasta,764,Animal
GCA_901482715.1_42925_D01_genomic.fasta,1635,Animal
GCA_956482095.1_SP01196-BL-KP-190531_contigs_filtered.fa.gz_genomic.fasta,8838,Human
GCA_956465665.1_24_P3_14A_genomic.fasta,3742,Animal
GCA_956464855.1_19_P2_19_genomic.fasta,3631,Animal
GCA_034864025.1_ASM3486402v1_genomic.fasta,9251,Animal
GCA_023981355.1_PDT001347392.1_genomic.fasta,498,Animal
GCA_926287635.1_77253_genomic.fasta,7079,Human
GCA_021975195.1_PDT001011561.1_genomic.fasta,2744,Human
GCA_032462185.1_ASM3246218v1_genomic.fasta,8748,Human
GCA_033551075.1_PDT001979139.1_genomic.fasta,5600,Animal
GCA_022101835.1_PDT001243722.1_genomic.fasta,2330,Human
GCA_929618815.1_cpe029_genomic.fasta,2835,Human
GCA_956478695.1_IT25008-BL-KP-191206_contigs_filtered.fa.gz_genomic.fasta,7400,Human
GCA_926291125.1_85021_genomic.fasta,7132,Human
GCA_017596705.1_ASM1759670v1_genomic.fasta,2134,Animal
GCA_033587695.1_PDT001982003.1_genomic.fasta,201,Human
GCA_021917105.1_PDT001092391.1_genomic.fasta,8859,Human
GCA_022202065.1_PDT000685541.1_genomic.fasta,5597,Environment
GCA_022201625.1_PDT000706591.1_genomic.fasta,5259,Environment
GCA_017595975.1_ASM1759597v1_genomic.fasta,8531,Animal
GCA_023979345.1_PDT001347534.1_genomic.fasta,5933,Animal
GCA_017596285.1_ASM1759628v1_genomic.fasta,5595,Animal
GCA_034863905.1_ASM3486390v1_genomic.fasta,1532,Animal
GCA_024226755.1_ASM2422675v1_genomic.fasta,3526,Animal
GCA_021866755.1_PDT001207290.1_genomic.fasta,8713,Food
GCA_034863385.1_ASM3486338v1_genomic.fasta,2683,Animal
GCA_017594645.1_ASM1759464v1_genomic.fasta,6497,Animal
GCA_022203685.1_PDT000674654.1_genomic.fasta,1049,Animal
GCA_956455945.1_27_P3_14_genomic.fasta,7336,Animal
GCA_022523025.1_PDT001260348.1_genomic.fasta,7921,Environment
GCA_033123665.1_PDT001958007.1_genomic.fasta,976,Animal
GCA_900507155.1_19506_1_84_genomic.fasta,606,Human
GCA_900502125.1_18623_2_150_genomic.fasta,4891,Human
GCA_035038605.1_ASM3503860v1_genomic.fasta,659,Animal
GCA_022154165.1_PDT001244165.1_genomic.fasta,1976,Human
GCA_019678355.1_ASM1967835v1_genomic.fasta,9194,Animal
GCA_024528125.1_PDT001373078.1_genomic.fasta,8125,Human
GCA_035828975.1_ASM3582897v1_genomic.fasta,5923,Animal
GCA_022132475.1_PDT001244351.1_genomic.fasta,4042,Human
GCA_021975575.1_PDT001011529.1_genomic.fasta,6439,Human
GCA_022789365.1_ASM2278936v1_genomic.fasta,461,Environment
GCA_902165315.1_25964_2_317_genomic.fasta,5624,Human
GCA_022201945.1_PDT000685571.1_genomic.fasta,7003,Environment
GCA_022194925.1_PDT000715109.1_genomic.fasta,5203,Human
GCA_023528475.1_PDT001313953.1_genomic.fasta,2726,Food
GCA_022183505.1_PDT000723912.1_genomic.fasta,3574,Environment
GCA_026240505.1_ASM2624050v1_genomic.fasta,837,Animal
GCA_021135825.1_ASM2113582v1_genomic.fasta,6529,Human
GCA_022202185.1_PDT000685522.1_genomic.fasta,8611,Animal
GCA_021926505.1_PDT001091827.1_genomic.fasta,2656,Human
GCA_032066005.1_PDT001905154.1_genomic.fasta,5592,Human
GCA_900505695.1_19084_4_3_genomic.fasta,2954,Human
GCA_900172625.1_18090_4_66_genomic.fasta,2460,Environment
GCA_021975735.1_PDT001011517.1_genomic.fasta,6464,Human
GCA_900512765.2_18174_4_91_genomic.fasta,4836,Human
GCA_023982355.1_PDT001347537.1_genomic.fasta,9136,Animal
GCA_016136935.1_ASM1613693v1_genomic.fasta,4494,Human
GCA_900171955.1_17870_6_26_genomic.fasta,5087,Animal
GCA_036952225.1_ASM3695222v1_genomic.fasta,4825,Animal
GCA_011602585.1_ASM1160258v1_genomic.fasta,3865,Animal
GCA_023062675.1_ASM2306267v1_genomic.fasta,1636,Human
GCA_032130055.1_PDT001903328.1_genomic.fasta,3724,Human
GCA_021856345.1_PDT001209393.1_genomic.fasta,3029,Environment
GCA_030128035.1_ASM3012803v1_genomic.fasta,506,Environment
GCA_018440045.1_ASM1844004v1_genomic.fasta,1664,Human
GCA_017972945.1_ASM1797294v1_genomic.fasta,7022,Human
GCA_022202265.1_PDT000685506.1_genomic.fasta,3907,Human
GCA_905335725.2_AI3064v2_cp_genomic.fasta,4084,Human
GCA_034864725.1_ASM3486472v1_genomic.fasta,784,Animal
GCA_022313435.1_PDT000136299.2_genomic.fasta,6009,Human
GCA_021856845.1_PDT001209232.1_genomic.fasta,3532,Animal
GCA_036951425.1_ASM3695142v1_genomic.fasta,6887,Animal
GCA_021855925.1_PDT001209403.1_genomic.fasta,9133,Environment
GCA_956465485.1_26_P2_6_genomic.fasta,35,Animal
GCA_021879975.1_PDT001196542.1_genomic.fasta,547,Food
GCA_019428085.1_ASM1942808v1_genomic.fasta,1527,Animal
GCA_017596725.1_ASM1759672v1_genomic.fasta,8843,Animal
GCA_017595765.1_ASM1759576v1_genomic.fasta,2131,Animal
GCA_905217725.2_AI2594v1_cp_genomic.fasta,2236,Human
GCA_022113275.1_PDT001244143.1_genomic.fasta,52,Human
GCA_022201405.1_PDT000706626.1_genomic.fasta,3558,Animal
GCA_035830115.1_ASM3583011v1_genomic.fasta,6056,Animal
GCA_028562255.1_PDT001610654.1_genomic.fasta,8142,Human
GCA_017597265.1_ASM1759726v1_genomic.fasta,8844,Animal
GCA_023528755.1_PDT001313952.1_genomic.fasta,725,Food
GCA_030291155.1_ASM3029115v1_genomic.fasta,4871,Human
GCA_002795755.1_ASM279575v1_genomic.fasta,867,Animal
GCA_022525705.1_PDT001260620.1_genomic.fasta,3399,Environment
GCA_900085275.1_12045_7_10_genomic.fasta,8962,Human
GCA_032132875.1_PDT001903208.1_genomic.fasta,5473,Human
GCA_026551755.1_PDT001505450.1_genomic.fasta,9082,Environment
GCA_900515485.1_18174_7_111_genomic.fasta,2829,Human
GCA_017596245.1_ASM1759624v1_genomic.fasta,3955,Animal
GCA_034863705.1_ASM3486370v1_genomic.fasta,759,Animal
GCA_023982475.1_PDT001347473.1_genomic.fasta,1052,Animal
GCA_028883135.1_ASM2888313v1_genomic.fasta,3883,Animal
GCA_022319965.1_PDT000538356.1_genomic.fasta,1259,Human
GCA_021927185.1_PDT001091780.1_genomic.fasta,636,Human
GCA_015209435.1_ASM1520943v1_genomic.fasta,2323,Human
GCA_019679235.1_ASM1967923v1_genomic.fasta,75,Animal
GCA_029814385.1_ASM2981438v1_genomic.fasta,846,Human
GCA_021919925.1_PDT001092242.1_genomic.fasta,817,Human
GCA_030519575.1_ASM3051957v1_genomic.fasta,5621,Human
GCA_007096915.1_ASM709691v1_genomic.fasta,4210,Human
GCA_021865275.1_PDT001208127.1_genomic.fasta,8773,Human
GCA_902155835.1_18489_5_123_genomic.fasta,2548,Human
GCA_035830155.1_ASM3583015v1_genomic.fasta,9299,Animal
GCA_036951805.1_ASM3695180v1_genomic.fasta,6129,Animal
GCA_021866235.1_PDT001207382.1_genomic.fasta,551,Food
GCA_022184805.1_PDT000716795.1_genomic.fasta,6618,Animal
GCA_949554075.1_8_F1_4_genomic.fasta,4319,Environment
GCA_035828915.1_ASM3582891v1_genomic.fasta,6111,Animal
GCA_900513275.1_18174_5_156_genomic.fasta,5230,Human
GCA_023980375.1_PDT001347446.1_genomic.fasta,826,Animal
GCA_900086015.1_12082_2_17_genomic.fasta,3183,Human
GCA_022236415.1_PDT000442234.1_genomic.fasta,5789,Human
GCA_022202145.1_PDT000685526.1_genomic.fasta,5646,Animal
GCA_021974615.1_PDT001011607.1_genomic.fasta,9315,Human
GCA_022200665.1_PDT000706729.1_genomic.fasta,611,Food
GCA_021866355.1_PDT001207374.1_genomic.fasta,663,Animal
GCA_021856645.1_PDT001209257.1_genomic.fasta,3288,Animal
GCA_013749075.1_ASM1374907v1_genomic.fasta,3159,Environment
GCA_022328325.1_PDT000535641.1_genomic.fasta,8005,Human
GCA_033121985.1_PDT001958251.1_genomic.fasta,578,Human
GCA_956478645.1_GR21011-BL-KP-200107_contigs_filtered.fa.gz_genomic.fasta,3904,Human
GCA_023980705.1_PDT001347425.1_genomic.fasta,3533,Animal
GCA_956465495.1_14_P2_15_genomic.fasta,3591,Animal
GCA_035008345.1_ASM3500834v1_genomic.fasta,4819,Environment
GCA_025881265.1_PDT001467771.1_genomic.fasta,6413,Human
GCA_022198905.1_PDT000708370.1_genomic.fasta,6840,Environment
GCA_022201845.1_PDT000685611.1_genomic.fasta,9197,Environment
GCA_034864525.1_ASM3486452v1_genomic.fasta,5619,Animal
GCA_021975955.1_PDT001011512.1_genomic.fasta,3345,Human
GCA_021867095.1_PDT001207265.1_genomic.fasta,2558,Animal
GCA_021975115.1_PDT001011568.1_genomic.fasta,3309,Human
GCA_022184145.1_PDT000723745.1_genomic.fasta,5866,Human
GCA_016137035.1_ASM1613703v1_genomic.fasta,8016,Human
GCA_900559735.1_9221_7_85_genomic.fasta,3484,Human
GCA_022182285.1_PDT000724100.1_genomic.fasta,5793,Human
GCA_022789865.1_ASM2278986v1_genomic.fasta,6702,Environment
GCA_900514175.1_18174_5_98_genomic.fasta,6835,Human
GCA_041076955.1_ASM4107695v1_genomic.fasta,7108,Human
GCA_022162665.1_PDT001243285.1_genomic.fasta,3930,Human
GCA_021926925.1_PDT001091799.1_genomic.fasta,3339,Human
GCA_035831615.1_ASM3583161v1_genomic.fasta,8456,Animal
GCA_034863585.1_ASM3486358v1_genomic.fasta,3897,Animal
GCA_022182865.1_PDT000724023.1_genomic.fasta,5555,Environment
GCA_019677875.1_ASM1967787v1_genomic.fasta,3700,Animal
GCA_905330195.2_AI2848v1_cpp_genomic.fasta,8477,Human
GCA_022150325.1_PDT001245145.1_genomic.fasta,7930,Human
GCA_013731305.1_ASM1373130v1_genomic.fasta,1364,Environment
GCA_022197305.1_PDT000714974.1_genomic.fasta,29,Human
GCA_023980025.1_PDT001347480.1_genomic.fasta,5578,Animal
GCA_023341095.1_PDT001306257.1_genomic.fasta,2620,Human
GCA_021975475.1_PDT001011545.1_genomic.fasta,1858,Human
GCA_022198785.1_PDT000708382.1_genomic.fasta,3482,Environment
GCA_034863525.1_ASM3486352v1_genomic.fasta,2502,Animal
GCA_022191425.1_PDT000715317.1_genomic.fasta,539,Human
GCA_034863405.1_ASM3486340v1_genomic.fasta,5576,Animal
GCA_030912985.1_ASM3091298v1_genomic.fasta,7889,Human
GCA_034863725.1_ASM3486372v1_genomic.fasta,8740,Animal
GCA_034864665.1_ASM3486466v1_genomic.fasta,4811,Animal
GCA_032072565.1_PDT001905014.1_genomic.fasta,780,Human
GCA_956464735.1_31_P1_13_genomic.fasta,3570,Environment
GCA_023980465.1_PDT001347440.1_genomic.fasta,5897,Animal
GCA_021924245.1_PDT001091973.1_genomic.fasta,447,Human
GCA_900501225.1_18623_1_18_genomic.fasta,6833,Human
GCA_021977335.1_PDT001011400.1_genomic.fasta,1431,Human
GCA_022122405.1_PDT001244426.1_genomic.fasta,5328,Human
GCA_019678895.1_ASM1967889v1_genomic.fasta,2654,Animal
GCA_032153595.1_PDT001902910.1_genomic.fasta,1286,Human
GCA_900515085.1_18174_6_53_genomic.fasta,3496,Human
GCA_023981195.1_PDT001347407.1_genomic.fasta,8742,Animal
GCA_019678475.1_ASM1967847v1_genomic.fasta,6020,Animal
GCA_021928955.1_PDT001091681.1_genomic.fasta,2469,Human
GCA_034864565.1_ASM3486456v1_genomic.fasta,6526,Animal
GCA_022202765.1_PDT000674727.1_genomic.fasta,2537,Animal
GCA_023275215.1_ASM2327521v1_genomic.fasta,3115,Human
GCA_015024285.2_ASM1502428v2_genomic.fasta,81,Environment
GCA_034865465.1_ASM3486546v1_genomic.fasta,3350,Animal
GCA_034864705.1_ASM3486470v1_genomic.fasta,3397,Animal
GCA_022112175.1_PDT001245317.1_genomic.fasta,2804,Human
GCA_017596505.1_ASM1759650v1_genomic.fasta,5339,Animal
GCA_008374995.1_ASM837499v1_genomic.fasta,8266,Human
GCA_018420655.1_ASM1842065v1_genomic.fasta,8892,Human
GCA_956480255.1_SP07062-BI-KP-200107_contigs_filtered.fa.gz_genomic.fasta,3848,Human
GCA_022198985.1_PDT000708364.1_genomic.fasta,9180,Animal
GCA_024493355.1_PDT001373313.1_genomic.fasta,5844,Human
GCA_900510475.1_17870_2_70_genomic.fasta,8730,Human
GCA_022789085.1_ASM2278908v1_genomic.fasta,9185,Environment
GCA_900506415.1_19506_1_13_genomic.fasta,3549,Human
GCA_022190705.1_PDT000715359.1_genomic.fasta,2822,Human
GCA_025026795.1_ASM2502679v1_genomic.fasta,5583,Animal
GCA_034865605.1_ASM3486560v1_genomic.fasta,9184,Animal
GCA_021917605.1_PDT001092379.1_genomic.fasta,5200,Human
GCA_021917065.1_PDT001092397.1_genomic.fasta,9075,Human
GCA_036951405.1_ASM3695140v1_genomic.fasta,1274,Animal
GCA_034863685.1_ASM3486368v1_genomic.fasta,1529,Animal
GCA_022200965.1_PDT000706652.1_genomic.fasta,9008,Human
GCA_021938635.1_PDT001071452.1_genomic.fasta,5104,Human
GCA_021925885.1_PDT001091863.1_genomic.fasta,8663,Human
GCA_034865705.1_ASM3486570v1_genomic.fasta,9167,Animal
GCA_024514635.1_PDT001375184.1_genomic.fasta,4444,Human
GCA_023979215.1_PDT001347536.1_genomic.fasta,729,Animal
GCA_022201605.1_PDT000706597.1_genomic.fasta,2767,Animal
GCA_023981135.1_PDT001347410.1_genomic.fasta,3716,Animal
GCA_019678145.1_ASM1967814v1_genomic.fasta,8415,Animal
GCA_022521005.1_PDT001260355.1_genomic.fasta,2823,Environment
GCA_021979575.1_PDT001011219.1_genomic.fasta,60,Human
GCA_022018115.1_PDT000947756.1_genomic.fasta,6121,Environment
GCA_022182985.1_PDT000723984.1_genomic.fasta,3565,Animal
GCA_014105655.1_ASM1410565v1_genomic.fasta,9107,Animal
GCA_021902015.1_PDT001166775.1_genomic.fasta,8076,Human
GCA_027949665.1_PDT001580417.1_genomic.fasta,8829,Human
GCA_035830095.1_ASM3583009v1_genomic.fasta,3195,Animal
GCA_013603085.1_ASM1360308v1_genomic.fasta,8248,Human
GCA_037296235.1_ASM3729623v1_genomic.fasta,9148,Human
GCA_021952765.1_ASM2195276v1_genomic.fasta,5908,Environment
GCA_022183545.1_PDT000723909.1_genomic.fasta,6066,Human
GCA_032072125.1_PDT001905022.1_genomic.fasta,3153,Human
GCA_036952085.1_ASM3695208v1_genomic.fasta,9123,Animal
GCA_021974975.1_PDT001011578.1_genomic.fasta,1018,Human
GCA_026229325.1_ASM2622932v1_genomic.fasta,6359,Human
GCA_019093465.1_ASM1909346v1_genomic.fasta,2077,Environment
GCA_027948985.1_PDT001580482.1_genomic.fasta,5273,Human
GCA_022190905.1_PDT000715349.1_genomic.fasta,2429,Human
GCA_023980955.1_PDT001347418.1_genomic.fasta,8441,Animal
GCA_021866095.1_PDT001207385.1_genomic.fasta,8419,Animal
GCA_900085315.1_12045_7_15_genomic.fasta,6057,Human
GCA_013737695.1_ASM1373769v1_genomic.fasta,1033,Environment
GCA_021866435.1_PDT001207372.1_genomic.fasta,771,Animal
GCA_022789985.1_ASM2278998v1_genomic.fasta,5057,Environment
GCA_040430455.1_ASM4043045v1_genomic.fasta,331,Environment
GCA_022320645.1_PDT000537650.1_genomic.fasta,2244,Human
GCA_021879295.1_PDT001196710.1_genomic.fasta,408,Human
GCA_900514295.1_18174_6_104_genomic.fasta,2595,Human
GCA_036951525.1_ASM3695152v1_genomic.fasta,1275,Animal
GCA_900172865.1_20794_7_124_genomic.fasta,1463,Environment
GCA_949552655.1_5_P1_1_genomic.fasta,4193,Animal
GCA_022202885.1_PDT000674718.1_genomic.fasta,6998,Animal
GCA_900465095.1_kpn_os2.1_genomic.fasta,6601,Human
GCA_011044955.1_ASM1104495v1_genomic.fasta,7111,Human
GCA_026336815.1_PDT001494148.1_genomic.fasta,2712,Human
GCA_021921205.1_PDT001092119.1_genomic.fasta,832,Human
GCA_021166175.1_ASM2116617v1_genomic.fasta,2960,Human
GCA_022517965.1_PDT001260159.1_genomic.fasta,936,Environment
GCA_021858605.1_PDT001209125.1_genomic.fasta,5968,Animal
GCA_021975355.1_PDT001011552.1_genomic.fasta,5159,Human
GCA_021977695.1_PDT001011354.1_genomic.fasta,3331,Human
GCA_900501005.1_18623_1_115_genomic.fasta,2237,Human
GCA_900505975.1_19084_4_67_genomic.fasta,7837,Human
GCA_008374115.1_ASM837411v1_genomic.fasta,4361,Human
GCA_956465425.1_7_P1_8_genomic.fasta,34,Animal
GCA_029718135.1_ASM2971813v1_genomic.fasta,5940,Environment
GCA_023981295.1_PDT001347399.1_genomic.fasta,1420,Animal
GCA_034491785.1_ASM3449178v1_genomic.fasta,224,Human
GCA_035829135.1_ASM3582913v1_genomic.fasta,200,Animal
GCA_021923965.1_PDT001091994.1_genomic.fasta,6897,Human
GCA_013708685.1_ASM1370868v1_genomic.fasta,2863,Environment
GCA_038149425.1_ASM3814942v1_genomic.fasta,8576,Human
GCA_021980715.1_PDT001010414.1_genomic.fasta,86,Animal
GCA_017596155.1_ASM1759615v1_genomic.fasta,7938,Animal
